claim_address,amount
0x8A7A069c4f35F52fdE782adf2CAD987a50d17627,4419
0x8A7CFD881c0d35F63282BB1b573463b88bF0f448,7478
0x8A7FA260E4b825a5DfFccdeCE81C78eaD27D3643,12000
0x8A7b802bbf5bB75dd1d491251a01EaE2646a5ad2,1500
0x8A7c08e61E80f5b4E88e2DD2C58E9D0f919B9B79,51470
0x8A808d315c703C089a487aec8D5dec834939F7c1,4297
0x8A80cdEcB14a60b94eb2524a4A07447A39Cb6814,75000
0x8A80f9cAeBEa054A2546e3CAC1Cd058F94A76a3B,7500
0x8A82217F729Fe0B78bbdB5655e2Ec72D5407e69f,4133
0x8A853aAdfa623444471eA86Dc7736c5145Ffa3E4,32080
0x8A8572190ce1Af046D7ea658d861E63db7d82AE6,2000
0x8A857e4425f22DF6D77EeFe48c3393b1D4B48ee9,38888
0x8A8C879D39A74fCE0593714956bB7Ed048A5c1BF,49356
0x8A8aACe6EF004e9683BBa1425D3999C2b59d3754,24269
0x8A8bfCA90bf6b8aF2bdB0174B7ffE670A956D294,14142
0x8A8e97B658ec6c09f9c2DB09f8C55C9B12214107,400946
0x8A8f6Cd11259CE5Ce1068cA1bDc18FA74474014c,4000
0x8A8fa799d8799d6caC92196A96708D0228825628,10844
0x8A91a1aa58AC4d5f44eF2A6C3169Fa412C6A6334,7133
0x8A92d021430fe44F24E8208AD8e36C1015184f4A,22844
0x8A93a593BeEcF593B94A27932af82458aF83e43c,15244
0x8A9546AF6c0c67BFeEE098e0628d96Dce1440134,7500
0x8A9754bDa92eE64034c51C49c97Cc94692ED09A9,13500
0x8A9885a1A50b551f17C1cB65c98236A1580A7112,32080
0x8A9D2d16a2B1229084CC2c6BdfA1f9C6Be319363,2000
0x8A9a3519129b68c80a765f8A6cB17a71d5dA04cE,17327
0x8A9ec7d62Fe359E37517917a492991854c936f8D,12000
0x8AA27763e10578E50858d4AaFe0567C921110b3E,4297
0x8AA7165B56e99F7Cfe4B6Da7089B972918771Db5,5223
0x8AA921498bF78F77c6c9aF71A02d2B0b66DE9824,4850
0x8AAA8E6494B13116AD65168283EC5269479611Ff,6895
0x8AAAB8acC1C3e148Aee615c55ebc9F2149e96b64,15327
0x8AAAa9c3a06a4A9FE7C5cCe17d8B5db1E225Eadf,88888
0x8AAB236be1fd405af16420e2186980de61083E2D,18888
0x8AAb6650F588d78f66aeed60404554b4F28a455C,51721
0x8AAf3f3Bf69bcf48827b90A519A14F4D6Ed101Cd,8910
0x8AB0D40f1627Ded4d90Ae2a3eD314517228fa7d2,38888
0x8AB117Ae3AF056395DC23cD79bA07bdA3A95D9F3,8916
0x8AB239DDe0A6cc68a735292D2f6E303578397c37,38888
0x8AB5e419C22229Eee09874593e9456b60D379C8d,1500
0x8ABf30dEd35042C4d84bE8862A46190D6D37Bbd4,7500
0x8AC9d54Ee699e099cA88FcdD7117559d176b495e,4000
0x8ACFe17a5Fe62966A27E579e28c10e936de614f2,147212
0x8AD40b2FFd3b9a369a4eaCe868F6f519F5212483,108584
0x8AD82b900d492f803c22F3e6c048A66498D57163,5746
0x8ADEDBE459C898f423FA1C8bE328661F62bDE035,17450
0x8AE14DE957d898af023c9275EdfAa7DfC9740d56,4608
0x8AEBBD3D3e8D027246786d2c03980D07A7d85F36,1500
0x8AED145c9206808766AD816112f9AE6D9bA31849,16566
0x8AF29a7Bda48eF32F467947FefB139dFF22664a1,32080
0x8AFDc1f21801Fb274c525B8177DB63a8E130465B,1500
0x8AFF8cCB72ad033ce63970245300589528DcE6c1,3805
0x8AFbE193Df2d071e893034F46C75BeAf41E2cd05,90388
0x8Aa056eD37F0E984C760966AD0C6294028A59f6d,4566
0x8Aa0B4FB0d0E1bB95959BaE95F81D71D1c6b6fF7,23670
0x8Aa800EBE6Fa89343bd7Be3CF6019A23a10b4100,5818
0x8Ab93bC76CDE62bf77dDF457c0496800e47D8D49,88888
0x8AbBBAE6Cf196701b9d4Be696CDD418560e5fca3,25000
0x8AbFFD544a8A3D4B26c913Dfa50F05C75674807D,32080
0x8Aba76fEb9134cae5778c6ee8c76b29EEb86e092,200000
0x8Abb777996AA3877f11811907ee4777743C40Db8,8910
0x8Ac0012A3A3F02b5c89e8bf4a9b7cEBca0732D02,5327
0x8Ac5c1CbaFc564Fbd01Ee4b116DeA85e6A593aB4,20723
0x8Ac61f0B1226F96c40a39346e39CD8936e67609e,1500
0x8Ac6b04cbAbaf83FefA875Ab338728Cb6b612588,11250
0x8Ad12Cadc0057cd3Aa8Ee0de2741B512158De61A,1500
0x8AdAd94D7ffAf5D05F92B5810FF1cEb66eC9C401,13059
0x8AdD38d2E6259CB0ACfF0a012b0dc897e1C09a78,10617
0x8Ade80E9c115E28aB0F6277a650BC69A9b3B232F,10086
0x8Ae20FaBeB608Fd307Fc1eA15A294340a547d501,39692
0x8Ae472A82433747ca50369F115857e766dE983e1,10715
0x8Ae5001187A71Cb2A0342f56fb9D69F2d6d1d59A,7360
0x8Ae71CCEb752fd0b92eCD7d46fE22D5e06F729cD,31475
0x8Ae99e4e53BFE644F5FCBf70860C9476f531e54a,3000
0x8AeC4A6fad2Ba0C99aa825B194501257A82Bb9fe,38888
0x8Af6c41a9910b99966DdbdEb2f8875fbab7F3cCb,25554
0x8Af700bA841f30e0a3Fcb0EE4C4A9D223E1eFA05,79688
0x8Af7B17787b38afF12e632fD7800f979fd75218A,11250
0x8AfF9A779Fed8976f73D9a9fDA3E9CebFD67ce29,10086
0x8AfeA1222b9837e18177Be9f271b922e0CEc0c9A,10617
0x8B0573d1c80362db589Eda39C2e30F5190d7EB51,55223
0x8B060b57b8a1467c10D34C5D797d6447EbD0b97D,18588
0x8B08465C3E54c8671b4255215683A6c8b3D27466,5517
0x8B0aD9eef74DdF0aA97bd99A8eb3613F11a41636,17500
0x8B0c9003421FeC00a0e518aD5dcb1A9F8Af1374a,12000
0x8B0e0c670F5b5961a40224ff3E391B41E7d8fc2f,12000
0x8B137283471e9a8147C4c123FE51205864ac616d,10825
0x8B139211fD5f39C9f4943D0C2039957E8609e960,11679
0x8B1510D9aaF015F23ACF13E328Ffb5AB065C5bd9,5818
0x8B15Ef1Ed590286B56c621C8684A5334B6a4466D,10086
0x8B18aE7123cA5Ef17cca4783E38b47448CE4e658,7478
0x8B1EA47e37A70E7FeEFc6A6945a4A7272a7934db,2000
0x8B1cA84C014C8483A3A38FF9D696a5A4Bf53D964,4916
0x8B1d477410344785ff1DF52500032E6D5f532EE4,12210
0x8B1dD48344de9922AC1f24B7563fC07EBaA00b20,5818
0x8B1fE9D1Ca7991A01fC2f4fe579BB52F68B4cf4F,12000
0x8B230C2901Bb8C906d5a5d38a5480e7d1f80A8Bc,26329
0x8B24b1686832757e2f6d640e11e88e7f0064594a,5818
0x8B25188818afD6714E28aFE4Fa859Ea66ed15551,32080
0x8B257B97C0e07E527B073b6513ba8Ea659279b61,58388
0x8B273E9eB5A34833066e99fB51e90d6604f82F11,8586
0x8B2BC8D9606f0E668BE520ab6E7112Adf33643fC,10086
0x8B2C70dc2cac9e59d97c6ECb30eD44273329BFB5,10086
0x8B2DA2D435FB8503aAdB39548037e203Bba11106,17786
0x8B3199C8daB9882951042383DB1c10C9f53B9aDb,10617
0x8B320D4A3131573AA794f33E03E28C9EF6E8D4E6,12672
0x8B34F4dEb553e9905fabd15c6D132b465C4a1b78,25000
0x8B353986B4e0d7dA0D520bC39CFB45540F64b220,12000
0x8B361Fc860a499E2cC043a97B4fA47D7342D10Af,4798
0x8B3657e0a27BccD0d93c73DE19Ee1471923Ea03d,10086
0x8B3717fb06cCaC0fAEb0fDEebCbf9c27D089103b,12000
0x8B39c38E7cE01Ec109cDEDCbE6d6439e3fF41Ac4,37949
0x8B3FD4dfdC5c8381a613d4018840359118eeaade,130946
0x8B3a60D7FE674365c7de12E0B83Cabd74D9e503D,3998
0x8B3f14F0582FbF275BE87d265C931B4dfD5F13B7,5818
0x8B43Dd47b62C82114cA2E9926C9f79b1318416aD,4419
0x8B4441E79151e3fC5264733A3C5da4fF8EAc16c1,240176
0x8B45ad98E0e884Bc034Dca08a785c7a07df70B95,30376
0x8B49F763f715df9467C1887417874DbaFA9e6251,2000
0x8B4F8984F7C3ba74AC29bE63E094B194FD548704,158114
0x8B4aCB3F52BD3537dCD89B87048b15e23b6695B2,1500
0x8B52615b0c007E31D86b1eB00939ea12B740dd85,4916
0x8B526738d1f9bB86Ef65A7a3121d8044Ce16caC9,4889
0x8B58f7C312406d7C6A5D01898f0C5aef31eE51a7,22078
0x8B596d47d9C26f48FEE1cD4E5d24dB38405FB3eA,10617
0x8B5E7aCDE87DE05450393a40F615873cf7ea68aF,12845
0x8B5d431edE033A35821f1E143aB383944Aff1bB5,63867
0x8B600c7Ef1D97225860a7996b63c5b8b116182d5,107888
0x8B603f2890694cF31689dFDA28Ff5e79917243e9,38888
0x8B607163c43F44F2361208105ffc8EabC12E862f,121702
0x8B60C31D9f3eBFC6e9B750913e33e6805210Bd1c,7232
0x8B62F7656c32990DC1e3781945640C74CD70317b,32080
0x8B62c90575D54627b19EF78C7b58833582F011DC,32989
0x8B6462a3ef37fa84A6df9CA28E9faAFbA6CEB614,32080
0x8B64673c9a482913a6e2c1298637532947cD96eE,8044
0x8B64F0bDCab268a5633aD43f5eE21993F5b5e574,18049
0x8B655d8ae3Af9Ef7067f9DA86F8342854b98e821,7465
0x8B65D6B7A9F194a6F64DF51a365E624C58a85821,7500
0x8B6A11BC9BACc4aE87d7B956a4D77478b3C0FE81,6000
0x8B6C8C4c17618e0f467328b65B43037166bcc6F6,4157
0x8B6c20a647d6930E172FcB592C8E316cD359fB47,13059
0x8B6cBBe05cDA2DC295573e111169B32a0bB0f120,36209
0x8B6d8496fE410C5815Ec1362d316C9A008B7AA7a,1500
0x8B6e3e6e1A0Fc6Bcb29E2bBE986Fb09cb2302297,4419
0x8B6f987D56231A126f89323dEF7159D3bEB6Ab94,16995
0x8B732c766fF1a3E4a3c86eDd401A67b271314b25,5818
0x8B76A72f1C65d8c961922CB3c89aEcCB3c9529A2,5517
0x8B79b0Fb91127657Fee11faE1792f6C6482d1316,15512
0x8B7Ae9Db845ff3EAe47fE1070224f62E12B2aea9,10000
0x8B7a96525F85087af51BDb52f27fe1d2A36FD8B8,8315
0x8B7b2dBd97aa29Cb69F56935F181b00cAFe8336e,32080
0x8B7baFbB5A511fc32E84819670F61B7d5a1330d8,10998
0x8B7c9cc82deA0dA5F847751BeA2A7e04AE78eA84,10617
0x8B7d133Cd402275bcBe3334689Afc2a92293347D,60000
0x8B7e4F8D8D4b3C9C77A4930B7Ab3600c227b209f,1500
0x8B807B96c111dDFca0C8E59b94c510E7be7C702e,17246
0x8B8263bA8F6d77a956e2a2567eE182691E364c4f,3232
0x8B85BDe7A4C54F348996Ffa0Be6044C738d29233,3465
0x8B8667A3c1360349F976B967f546ABEa1F04aC47,2000
0x8B872Fc8aadcda76bD84DC38812A30Ea8f41fc0B,7500
0x8B881349c69fdA7E1121Ae397383aA2002f9f418,12000
0x8B883C6d8d675d833Ec74F226f34a608320D971a,15512
0x8B88501BaD0fEeB983B4eFb2D5B3B9C36f393Faa,88888
0x8B88581440bDBFacBBDec0A9e00aFA31d31F7656,10576
0x8B8A84758C0887E6A672C7517258FC1025f3AD8E,16931
0x8B8EB0A90c53E890A70762B72779862eA36e2c9c,4643
0x8B8F2999c4F700B349f51Eba526912E456BC63D5,1500
0x8B8F749280b4a37f8573878c3bF6DDfC93303239,37200
0x8B907d3D82ae4118b0D29fF60f78e17A13Ab68b6,3157
0x8B92E544d234FcB5B0Ec5f539B879cD22D7675E3,12000
0x8B93e317af3cacB25076f11c7e4D3546C3b041F8,20101
0x8B95563a1642f35DaC95C813E998166B4E4956eA,12000
0x8B9614dA7a1A3f9b893001EeFA3faF81CA8b3D02,19622
0x8B96460CB5f38E198F8Bb6E925f35DADEC246398,4566
0x8B97Fdd746B38E3a38ac2A2d5A2A252F8083fFd1,15000
0x8B9869A87d5D5128Eb742FBaed44441e90327e10,31009
0x8B9dE72eEEB3cef8C0E8c39F2a4d84Abd6f4B3EB,136983
0x8BA35Eca0fe68787b275C6ed065675829843Adf5,32080
0x8BACBeAcDf49C24Cb22179aafEF7650019F36B13,1500
0x8BAF306348c003039aA37C4975159571bda5140c,4850
0x8BB69D933B031d541613cA5886123Ca9572c5E82,1500
0x8BBae6de836155f1FF5b6BC5026BCF0D6927E5b1,88888
0x8BC110Db7029197C3621bEA8092aB1996D5DD7BE,134694
0x8BC28FE15Ae74BE8b115FEB1c06b4E7f599cCdc8,17851
0x8BCAF06315F439FDd50dD6fD0cd8CD00b301d536,36078
0x8BD26010EAeB7a81af4585B59809Da5ed7b4B07B,11616
0x8BD31F540fb105Cfd23120177074131265cc82d2,17124
0x8BD761080DcEE4fF6b86500f3e149062EE94d3D0,7478
0x8BE1d86Ef0f8983fe88eCfd64344e4b68A77c431,4157
0x8BE5fe5942b7E22B3535E8168A3E7559C6163FDC,4850
0x8BEC65bd6548128d90b4B2665977E0327b2A4E61,1500
0x8BED80DfFFDaBB3601C6db4F13ACe0E5FB9487EB,5818
0x8BEEFa006b1949B25766f915A1f39aB6F1d61708,7744
0x8BEce115897fC491B0458f3E6B2cB603e35Aa749,11148
0x8BEdDe3ADc11b0AAf0ECF5c3cAa98f5cC9775aA7,12000
0x8BF282ca2592FF045b8b348C842ab7ECA849CD59,2500
0x8BF2CC7962332323Bd227f8e1191293a1E95C19c,12000
0x8BF675b7d0B701849EAA306afFA55e36a308257d,11248
0x8BF9e70eE251a99788E020F51EE3e666d36A12f8,18888
0x8BFA6a80f7d384F85A3222eEdc0858477Caa272D,10325
0x8BFfF78EdbFa534FE52Dd87d945DAC9A671957Ae,3879
0x8BFfF7D0e12f7071da43Dde26A73E9c489152227,4916
0x8Ba1Ac94F5C53A3aC424460FE82C0362AaC0a0Ff,99792
0x8Ba4126Dc72a5e85168E73D64fa2F5aDCB58fc96,4000
0x8Ba631c37CE91A2D303be09907F496220a153d6a,19525
0x8Ba709eAf978FeFaC67f16688b9BB56e58D634c0,4157
0x8Ba7da51162442ea1C91885bbf2998DFdFdF681D,158114
0x8Bab1275a07bdf20a76551406a25c0296b344f09,4916
0x8Bb020287D1d43f8569e44c66D39a1477716a4D9,21826
0x8Bb31Ef866529Ad82Ac6CB6eCC891A73c4f9212c,41388
0x8Bb95eF705Dc9D346Fde597FfBAba10E26cF3d94,6000
0x8Bba2296e605E89E1aE4a1401fBa76Ef17F65Ff2,32080
0x8Bbc42dA742E9A5e0EE458A63Be0bcd23f0b5912,5818
0x8Bc068613314eEb17fdc528D2f1227a3Bb0E1Df4,1500
0x8Bc3E96Afd38A3B3BC70dCa6c2631f7F7BFDe71E,9489
0x8BcEafcEB3ecEFCCe087816E500107b79e0d9fF6,12000
0x8Bd8a7D57cA75E67e1d5257b89260402F28cabd7,4000
0x8Bd99E59E9F318635a14924A9215c70B4b4f7746,20310
0x8BdA6531C85BAC5e9ca552BA1b7d8F86C8E70B67,12000
0x8BdaB88305784De6c51B36A3f350a25F1b7A153a,20000
0x8Bde1a741Cf045E5111cb20F0F849954C297c669,53492
0x8Be04Ab18cD8d9e06a308753D1CA5b98A4615373,32950
0x8Be5A176Ff441425321D21dF3821A222E62a16b0,25000
0x8Be7b518155184aa03fbDa531a165c567DA9AFfa,76791
0x8BeC7E3C790cf4738980881600Cb4579aE5EaefC,1500
0x8Beee62e433da6f06EA2220DbE8c4DF30055cf00,7097
0x8Bf159523Aeb87a921B136EF9DB0892CaDb366d4,15805
0x8Bf1e4fBF53775517aFa63Eb34288465940300c8,27142
0x8Bf3AC5c417624B3bDE7901de3C4AD7659599060,29916
0x8Bf98A67dCDD3Efa0AA4379bdD8CFee754A9bB74,5172
0x8Bfe2fD24FC18c007c0168d841CF634A274D584E,280000
0x8Bff50AAd8b4E06c5E148eaEB9D7Aef69e26CDC3,226398
0x8C01E78cB507de51c9E3486DE463159dd1D85880,80000
0x8C01b3606761B2aa382aFBc7Fe4F9B1335fe0860,6849
0x8C0394E52c48E898C6345aB0524cFeF9DB1AeB23,6000
0x8C03C14826aa7458B1417C02CfCBC3e4Cc2Eb232,51947
0x8C04fEDA008b8e791266192E538221d4Bc552e3E,12000
0x8C052651072407067aA37aC69EE91cFf578875A1,9986
0x8C053AeF05017A1E91988f649863778A66CE8d79,1500
0x8C06134492F5Bf3E3FA8A14b5b112A5B7851907a,29732
0x8C0676A336B9E2a7B8622737A0bF33f11451622A,19602
0x8C08B335f65eF6F5edd2C7fB58B646976838af9e,6000
0x8C0B07B90237F98B69b2529A2be0c735a015a770,32000
0x8C0a65dDB49221CF133823490dFE4Df5ca63e227,36620
0x8C0f22ec2e57a87B24C041DBEef6b4Ae5e69A882,32735
0x8C10C675B9aEe3CB7dcA0c455f4B94d45367ddbf,25814
0x8C10Ead6024a86497A81DFcC744E89D245338dEE,16475
0x8C12768EE1F46D0906c4B040B2093921517237e8,40000
0x8C15973356F0459950e30665F53b0E53b8C694E3,5818
0x8C18576B230C5B60d12e03Ef508d0173bF21F194,23250
0x8C189F11532318dA491249d0373671C06F986c97,10086
0x8C18aA7d789417affA48f59616efBd3E9FFB80c5,5818
0x8C1938750caf4b1F9F97174a6228eAE705148d5E,40555
0x8C1974c20766c7013C65A026CFd28A7e8f7307bE,7744
0x8C19B3699C698719CFADC77eD560Ac9878f5c47D,4000
0x8C1AdDA6165C0f33845Ff882084cDbAd5c8c33Bb,11148
0x8C1D9ba5e7C8b08Aea220456edF2f6467000d3F1,10325
0x8C1E247223C11c57482Bf3AD8c655Eb19AA94c7C,10617
0x8C1a41e4EF75e5c91ed335D1928C308Bd30BBA00,9700
0x8C23b555c51bAD0a6659E85Dd31d34D9F870276A,15000
0x8C27D0C8d0f0e4152474ac2D4b1c49E0cd8c7F9b,1500
0x8C294aEB643f8099F3D15fb47E437eDd72DF4022,6000
0x8C2A93fbC188E847EfF6eF0D248a2bB654fff869,22912
0x8C3045Bf1FF5937cF4E942CE2A71158Da6215925,7500
0x8C306eb2DC6C96E4F14de86f62b7781Ac40A9822,1500
0x8C32296b969E65226fe282d29a117C64c578405B,7500
0x8C3300879eD921f779F0E4431ed13FaB75A63FfF,10617
0x8C346Da0EFf94419B873ae74967cF73597Cffb21,7500
0x8C3739310dbd57e77f4A736e8464cd50C3b34554,34580
0x8C37d03D4828153C5F97a6Df8A85950f54aD78d1,140000
0x8C38905A56A188a0723020414a93990DB6bfc702,4157
0x8C38C31f6a29A27ad49480DA2860A46E4E9b24C2,13272
0x8C39b7cB82B9D791ADCc9387098944B635C17B32,11868
0x8C39c67D7CF12DcE67aD972aC7F7A7B328369C2f,6416
0x8C39cE404f4ff911658e0dE53CEE60DC85926B7e,6000
0x8C3D08C82Ed0bf4C2385Ae1082d44A98bFa83CE4,38944
0x8C3d6a862e6374A17585cE6fC481742b423aC9dA,38888
0x8C4029F881a48F9C9f7A8620fEe61c084B56b04f,1500
0x8C439842e96fC8d651223A31F3d1BC45065B5135,360000
0x8C43DF3E9ED175fD4333ddB3D0416E73BdA9E778,21683
0x8C48b40dBa656187896147089545439E4fF4A01c,5818
0x8C4D3C13BeAded9900AC1e46efDaBEcc48d35841,46388
0x8C4E7292e36cF88362Fb767e7Ff9cd4E7bbDD715,34625
0x8C4Fd873F04A366C5be844ae9A4ADe94D8De2160,9986
0x8C50742839468671Aa20C81c04aa2C7a86765822,5376
0x8C50d85f55Ad79d335aC0cE3D74725343d60ee18,7133
0x8C515F3152b5dfFe65208EB582eF0591ecAf314c,9193
0x8C5676EB3Ca69D96143b3A8EE02f706d56877dac,7017
0x8C5fC43ad00Cc53e11F61bEce329DDc5E3ea0929,21454
0x8C61F5305E2414a3eA146226f243F813717838f6,88888
0x8C624e7132dB0e0423C262DA44cc81685fDfDAcE,12000
0x8C64012390fB1febB01C0AD69A9C38b3eDB97664,1500
0x8C6430854Cc8d38AA34ed9727B7760177189C363,2202500
0x8C65107730be0DC946ECDe500d367f3978427418,63986
0x8C675530c4a1680EbBE1FB86834c1e734B21290a,4000
0x8C687d50687B5a46502e407bF6257e9976a7C8fF,23247
0x8C69f95112c8127415B0f9365e1BfBa95e017154,8349
0x8C6C16cd57863bf15810C5C4770144ff165a767E,1500
0x8C6d04086236a7c1670a967FC393ff58CA1d7cE9,114643
0x8C702A9a6e0cd14a53251C630743c4F5327eddE8,42767
0x8C71872E55f5a1eAffd7ba6F54C31c6e1dD03C46,2000
0x8C726C9543099176c1fCDCACf1857c84E758bEFC,19500
0x8C73609aa295937810E82D00eBf3d5D6A9eDCa08,10904
0x8C76cdB6A4FD9056b061c6A9Feb165d1d1C37aac,40126
0x8C774E47543946f288F02603C1A816F6D1a1577C,11039
0x8C7A64A8b3Fdf64E7dCd4A44611e8eDB4214f27f,1500
0x8C7BE9da4c35F786593DCd04E00040e216DDD8d8,8560
0x8C7CCa274cBdFA8872205dFC44deFb7D0beb4a48,2000
0x8C7DECa819F7f023AE9C2d486393525681d67aEd,18862
0x8C7e6eC8811026d35Cb46db298902eEE40077329,6144
0x8C826F795466E39acbfF1BB4eEeB759609377ba1,4000
0x8C82E506F39AeeE8F8852b4f1a9F2410F72185E9,8560
0x8C82ea7aD53a8f1E7278B44db1515c3B9Bcc6116,6895
0x8C85255EE49d04309Aecf37ec341FA70401B7311,8044
0x8C873a32AfF95BAC53F53B4B22276dd77e98E95c,380000
0x8C884BA1f388116adB3Fb9199ABD9c78847114b0,12000
0x8C8BfA1B4BA3b71838F2386aAeBA8C5753963903,50594
0x8C8D16b8005eAed1F27E04e5e6DF154B96fe5f83,91254
0x8C8D7C31bA565d147E50310209fde5C35b272001,4376
0x8C8E5aA1fB134544A5dE0134A95195Fe8939B6DA,8560
0x8C8FCA584072353a32c83b5229b5D104A608030f,6827
0x8C8f5C0Dda1c9e706B920A5a815a6b4f986b0d2a,38888
0x8C8f71d182d2F92794Ea2fCbF357814d09D222C3,55965
0x8C942CB8a917209c1fd294c5bf9d6cA198aAa581,5517
0x8C9482e27CC7Cae722FdEc48616a1F849fA51F8c,16988
0x8C9843f29d2649EffE208F6B0881818bB7F075F0,27282
0x8C98664DA1DbB372d47E4F0ad9ff410D285D0530,13573
0x8C9A5a7027331F70786D55848F9A1E874837715a,65450
0x8C9FcCEd4c9ec98Ced2EeC251E905E48Dbfeb2C5,10351
0x8C9abC31408a3416E1682d6a82A2fF4196F4826c,2500
0x8CA226f6D478c79935412a61502a151330D91A72,6895
0x8CADBE18A022307A4819794d10C531480B479468,1500
0x8CB36d75060233653775466518fB349987976Bf1,5172
0x8CB8184F44016E8dFea6dcd429aB7530565f836d,3879
0x8CBD764aDb136f66f05914c7596b171814b1ac6D,50000
0x8CBcC1F43789BC5Adce858151e3519e9c0DF03ea,15775
0x8CC68F5AD1B7C232e9A5BF31419eefAf429f9e64,88888
0x8CCA1fF714A00188dcBC7f87A83AF4A03E6e5D20,12000
0x8CCB2a19D7AE4BC88DF0f3d4fAF604C8D7F290E0,15551
0x8CCEb997f3976b80EdA54397cEa768C8eb837BC7,12200
0x8CCFa044aDbdcB68EE8ebF9723a8a737399d63aF,8820
0x8CCb07293755004942f4451aEBA897dB44631061,23299
0x8CCcB37f50CabaD1628feae50788966Df737C59a,32080
0x8CD0e624102974B6636CE653573D62B98B2b4E85,26666
0x8CD1B4823a35AD6bA1e3a3B9fCdb7cD8D4B09824,92740
0x8CD2C29ca8fa7A82E5cE84f91b68BF986018572f,4798
0x8CD6f5dB8b476FeCeD3F9ce64347b8BFcc2afEef,11216
0x8CD8D44d0346cC27Eaf4cEd5f103e038425E2aBe,4000
0x8CDF509f6D67Cd11379EDBE468F749Ca32a25176,4643
0x8CDaD017a161222fE6b9c7295F75034d0FF10763,34991
0x8CE17FF2c7376e9aDfe9C63C47a801097fA6C525,19737
0x8CE3C0DfB35c0Ec7df9880B227838F2AcAAF6A0D,9153
0x8CEAe879A910b5EC67849F2084832ef5DCD52143,1500
0x8CEB42c63ce92a67522F6920F7ED4bD9A4fd8c4e,32080
0x8CEC3d02eCe48Ef5A0E89de3b1A70C0e1642e7d1,5597
0x8CED29FdeFAdB70C1D96aD2A40BdB3fe906E5064,7439
0x8CF6B98F59487ed43f64c7a94516dCA2f010ACC8,5818
0x8CFd96755d68d43811a83b325e35384A8f137148,416073
0x8Caa0A69D610418Bd33b5046467F3b445b816cfd,96510
0x8Cb1cD0545bfEBA583748eD7bd5e6Dee1Ab93428,11586
0x8CbC89890A1404a377958b92DF1935CCEb146E0B,39916
0x8CbF96319b3C56d50a7C82EFb6d3c46bD6f889Ba,2000
0x8CbcbAA074974A7BA6626f8d6ad8d27AAA4b3e80,4916
0x8Cc011012205343bf01E58c8058A8C83Db6C95Eb,1500
0x8Cc0b13C866B46584dF3e59E6B5Ff31C386fc621,15512
0x8Cc55d79f1A2616a5E05c4b03CB5618810D58338,7133
0x8Cc5a546408C6cE3C9eeB99788F9EC3b8FA6b9F3,9489
0x8Cc94Dc843e1eA7a19805E0Cca43001123512b6a,40000
0x8Cc9eBA14ee4dD839987C64750B4117117A7AbFC,8225
0x8CcFAA2C191F60a5a625064aE9682Bb82b1c6d94,21490
0x8Ccbae5EcE1C4eEf9AB75FDB8F208530068Ede78,19475
0x8Ccd2BEE5e54A3C519f5C894CaB3B49A951ffce9,44080
0x8Cd21FAE2050E99F81C9E222DA1506706b05B51d,14925
0x8Cd32A8d23ae5758738187b39E91D5387645f5C2,10086
0x8Cd9F9C08C6a3f891Bc570f1D6a3dc91C1F62Bb0,17968
0x8Ce01CF638681e12AFfD10e2feb1E7E3C50b7509,18646
0x8Ce248A79AD77B12dCf6Eb04d3b6C8ABa98BFA5d,6000
0x8Ce5017343c73FA3ddB07055321A9F19D729C459,17518
0x8Ce65EfFfC1ec0810B143ab834b317c0c9067DF1,2010617
0x8Ced0ea935d3966bE7dA00fFa6fDa9E9800E228a,32080
0x8Ced3797a141107a84d0defAd06f304f399A48ce,60000
0x8Cf84e6069fA1bdFb6db0be667E762de2984C817,88888
0x8Cf989BF76653f16d36c2d52D84D1eB900E4Dc37,35545
0x8CffC0A7847678b7A888ca5d331bd75961777537,9986
0x8D019DD2EB55957A5949d2D06eaB715f11693BF9,33976
0x8D067B54A1310AC962eb846363ae407DE6588D74,14102
0x8D06F1D53a8ce5e278c18fedaB702d3cbB6DD93f,12000
0x8D06fDB74DDFe28a6Ef326263286F1011505748a,10617
0x8D08200722bF6Ec1c180929bda34fa5783Ab1C4b,8586
0x8D08E19c83D8AD382908800214F7e2E7c3c322eD,5500
0x8D0B6BfB824704d5B796d455F9F058f654bcE233,5875
0x8D0F88CC0f08e6d21B0cf7c3aCc90e8d280fCCCE,31475
0x8D1179a344A99BaFBCd8271dFc9Ed6Cc0Ae35505,11148
0x8D1367c7c006d094aC552E70F3cf77732748D303,6133
0x8D13F65C5aA4a19B9AADb850204E7056D2e3d004,11413
0x8D193ecB42E6062050ddfBe6f0C6c0b6B7a1bbEe,3788
0x8D1AADe42646B715470B20485e7Abe43ee35C1B9,9000
0x8D1BF887ADf7F66Cc724939f8e61e94cE84e063F,4850
0x8D1Efde271a28a440Af00153A182E37eDBd231e8,32119
0x8D1F338F8abd714fd09ec13C100A0d7dF693cd5D,3879
0x8D1eAc4A56131BB62950F03578652126678fF1c3,11251
0x8D1f1544A6aFfF99330aB3b9e4f015b9cab0F698,135881
0x8D1fbDF0225dC2A03d833B9adf07Ec090A4BCcbD,17450
0x8D214854e0aE0fcD6139D84e9784DEd9CCb4d549,207416
0x8D2Dd64be98f5FF62C0Bb159035dB7aeb9E641EB,3465
0x8D2a097607da5E2E3d599c72EC50FD0704a4D37f,5172
0x8D2d22bd8f1C1740b7b167ADC8a3b0969E68542B,13573
